date,open,high,low,close,volume
2026-04-19T02:00:00-04:00,75580.01,75584.79,75323.74,75434.5,385948522.27636266
2026-04-19T01:00:00-04:00,75700.0,75726.06,75549.68,75580.01,158249997.9631326
2026-04-19T00:00:00-04:00,75546.49,75817.74,75450.01,75700.01,165685596.0377548
2026-04-18T23:00:00-04:00,75523.87,75675.67,75391.43,75546.49,257623128.88780993
2026-04-18T22:00:00-04:00,75652.1,75750.0,75388.96,75523.86,259143551.1649538
2026-04-18T21:00:00-04:00,75708.0,75827.3,75477.45,75652.1,540469839.6526003
2026-04-18T20:00:00-04:00,75736.0,75884.01,75590.17188,75708.01,154696399230.55353
2026-04-18T19:00:00-04:00,75849.37,75934.12,75730.58,75736.82,42984036.356631264
2026-04-18T18:00:00-04:00,75854.57,75914.69,75641.46,75849.35,179100040.9564832
2026-04-18T17:00:00-04:00,75784.94,75875.83,75628.41,75854.57,272886034.7327128
2026-04-18T16:00:00-04:00,75678.91,75882.95,75633.62,75784.94,628455274.9549885
2026-04-18T15:00:00-04:00,75672.44,75834.45,75604.5,75678.9,511833814.7860549
2026-04-18T14:00:00-04:00,75852.13,75886.9,75473.81,75672.45,624851504.9508615
2026-04-18T13:00:00-04:00,75968.11,75988.98,75809.9,75852.13,10931050.437825661
2026-04-18T12:00:00-04:00,76191.72,76249.99,75706.19,75968.12,56065133.655406676
2026-04-18T11:00:00-04:00,76280.61,76391.85,76042.77,76191.72,12335316.07525103
2026-04-18T10:00:00-04:00,76148.64,76326.27,76006.0,76280.61,15590730.51311427
2026-04-18T09:00:00-04:00,76239.75,76248.74,75822.46,76148.64,14214479.621423384
2026-04-18T08:00:00-04:00,76069.46,76335.04,76069.46,76239.75,91277977.46763682
2026-04-18T07:00:00-04:00,76222.49,76222.5,75793.85,76069.46,602312788.7391652
2026-04-18T06:00:00-04:00,76631.26,76631.26,76161.55,76222.49,429117833.8734641
2026-04-18T05:00:00-04:00,76760.02,76760.02,76420.01,76631.26,728824996.3472605
2026-04-18T04:00:00-04:00,77020.02,77070.98,76517.02,76760.02,490691046.036394
2026-04-18T03:00:00-04:00,77160.0,77162.02,76923.08,77020.01,63168968.62048627
2026-04-18T02:00:00-04:00,77164.46,77253.75,77091.0,77160.01,279970395.207272
2026-04-18T01:00:00-04:00,77144.02,77308.84,77144.01,77167.13,296848491.4785284
2026-04-18T00:00:00-04:00,77043.74,77208.76,76926.92,77148.75,843767196.591434
2026-04-17T23:00:00-04:00,77325.61,77328.75,77000.0,77043.74,76431782.37774089
2026-04-17T22:00:00-04:00,77251.98,77450.15,77150.01,77325.61,165436775.09048942
2026-04-17T21:00:00-04:00,77203.97,77374.07,77148.75,77251.97,242147800.87190464
2026-04-17T20:00:00-04:00,77098.01,77287.47,77010.0,77203.97,1654683400.0966058
2026-04-17T19:00:00-04:00,77328.01,77337.86,76931.0,77098.01,21023332.847950116
2026-04-17T18:00:00-04:00,77475.0,77553.9,77294.79,77321.96,154365124.10649556
2026-04-17T17:00:00-04:00,77366.97,77531.25,77310.0,77475.0,205555633.76281595
2026-04-17T16:00:00-04:00,77453.08,77651.24,77181.58,77366.97,408414388.2805391
2026-04-17T15:00:00-04:00,77200.21,77530.01,77045.52,77453.07,431606391.2726686
2026-04-17T14:00:00-04:00,77563.51,77613.74,77109.04,77199.96,898023229.4188645
2026-04-17T13:00:00-04:00,77907.28,77974.06,77150.0,77563.51,1428638005.7670112
2026-04-17T12:00:00-04:00,77843.17,78390.0,77773.51,77907.27,1149544681.7093089
2026-04-17T11:00:00-04:00,77986.02,78071.14,77493.07,77843.27,1467424613.5017903
2026-04-17T10:00:00-04:00,77388.01,78170.0,77055.0,77987.99,3234638487.399995
2026-04-17T09:00:00-04:00,76270.22,77467.99,76094.41,77388.0,3511015451.5540304
2026-04-17T08:00:00-04:00,75622.59,76313.68,75557.99,76263.95,1004178167.1916318
2026-04-17T07:00:00-04:00,75301.1,75638.72,75265.01,75622.58,325609183.75712055
2026-04-17T06:00:00-04:00,75811.47,75914.99,75120.11,75301.11,1238945599.072208
2026-04-17T05:00:00-04:00,75803.58,76386.68,75541.61,75811.48,2163043225.989907
2026-04-17T04:00:00-04:00,75094.02,75895.99,75011.31,75806.24,1858062447.7799206
2026-04-17T03:00:00-04:00,74954.74,75122.61,74954.7,75094.02,357398092.06666356
2026-04-17T02:00:00-04:00,74656.57,74964.25,74611.72,74954.74,195944372.19919556
2026-04-17T01:00:00-04:00,74810.0,74828.39,74575.0,74656.56,210179413.51541945
2026-04-17T00:00:00-04:00,74633.16,74873.19,74601.62,74810.01,159954508.28754663
2026-04-16T23:00:00-04:00,74729.95,74870.29,74623.71,74633.16,370935546.50489056
2026-04-16T22:00:00-04:00,74763.89,74830.9,74558.21,74728.67,50517982.467881896
2026-04-16T21:00:00-04:00,74960.62,75061.36,74591.71,74763.89,399779395.44300693
2026-04-16T20:00:00-04:00,75163.09,75179.85,74900.24,74960.61,110292017.37855084
2026-04-16T19:00:00-04:00,74888.5,75198.99,74846.01,75163.09,12949760.660409672
2026-04-16T18:00:00-04:00,74953.73,75142.0,74847.96,74888.49,10448920.078758625
2026-04-16T17:00:00-04:00,75245.99,75300.0,74810.0,74953.73,169608251.95494735
2026-04-16T16:00:00-04:00,75378.32,75539.91,75014.02,75245.99,712543543.1496464
2026-04-16T15:00:00-04:00,75052.23,75436.56,74753.03,75378.0,1427298117.6306114
2026-04-16T14:00:00-04:00,74354.86,75108.81,74250.01,75052.22,1528937415.3707426
2026-04-16T13:00:00-04:00,74186.03,74465.99,73903.48,74354.87,473192554.9907728
2026-04-16T12:00:00-04:00,74721.0,74960.0,74074.66,74186.03,1353974158.6908963
2026-04-16T11:00:00-04:00,73973.21,74902.01,73938.45,74720.99,1391026723.1392589
2026-04-16T10:00:00-04:00,73790.19,74207.0,73419.93,73973.2,1875681374.2655125
2026-04-16T09:00:00-04:00,74632.87,75042.33,73298.01,73788.46,1850439576.1892087
2026-04-16T08:00:00-04:00,74593.33,74880.01,74584.2,74632.87,223202498.92974776
2026-04-16T07:00:00-04:00,74325.75,74602.78,74298.16,74593.33,757974932.9519573
2026-04-16T06:00:00-04:00,74611.88,74670.84,74288.5,74325.74,384937328.30863285
2026-04-16T05:00:00-04:00,74697.71,74927.84,74610.14,74612.67,176892413.26994142
2026-04-16T04:00:00-04:00,74721.55,74768.0,74525.14,74697.71,1415482390.0922272
2026-04-16T03:00:00-04:00,75048.66,75100.0,74636.62,74721.55,160315463.00307378
2026-04-16T02:00:00-04:00,75062.76,75130.44,74871.66,75048.66,794384512.9197712
2026-04-16T01:00:00-04:00,74964.65,75172.1,74914.56,75060.65,700614171.267532
2026-04-16T00:00:00-04:00,74901.16,75198.07,74745.99,74964.65,422750600.1148569
